uf,profissional,metrica_1,metrica_2
RN,b'gAAAAABlvSCB8En9-EYFFtpLHOsZvsq5PvjFBnI_rpdqM304c6UmthHdTzpjLDU9jmJSDSOwWnySaVnzza_vJvHWh4EzrUz9Xg_rvgZOztfti5n2Z3o-JJiKz0HVYCac3cL_ANXq6V_z',8,9
RN,b'gAAAAABlvSCBsqLl3u77MnhlbSH44oVwxqEqPY_ASCrf1uPpPnTMGk_Qur3p6kzOuMmFAzepLtdbzL42vdsjysV51hAJr8xLIlEai2uS8OkX50IdXhNseTI=',6,1
RO,b'gAAAAABlvSCB6EZD1QCEJuOOShuGdhVSYNjdrxMi7H7iAHRaEKle7JqRzgMk418gcbeaIypzVTLuIDRHFRPknOCqekzCsg9JMl_q1mgC9W-jlXger7YTw9U=',5,3
RO,b'gAAAAABlvSCBP3cJlk5UUV2ANlqevOUffP0MPPt9CYRQwNP2wFmW2C4yU477le-uxCfBeS094yf8uCPXyyBXW1NrdBNGPW4Hmgl36M_0hmzyOJ4y1VqzpTk=',9,5
RO,b'gAAAAABlvSCBksKmwQswMfYwvnlLil7yzBKT6rk-Vw7XTgODXm2tBvd2_HXwEToHdtskEvH09VX3x4SDgl9M_Uma9oRLhC3RYWGwsIQWAObJUVC4b1-2JhM=',4,0
RO,b'gAAAAABlvSCBhcYlZbowCHq0IRPoN1cgS3a1gsemauWlKL21764mtL6EnIYdpyQzkUJR_yp6haPm3pBIcBCB0S2S5qt9vGPtNrHTwpx3D8_PXNZyd25wZJg=',6,3
RO,b'gAAAAABlvSCB-jYKltbC8vFnFbQl0WTsRccWNiXrt5HEJrrza6go_y5ea3E3x45xEozglLTgYxrpB08Z4Q6WhZaxITIE4jBhKEtpPNnY7yEWgjaR225HnLU=',4,5
RS,b'gAAAAABlvSCBKFV5eVdHGwZLuQ_OmhdgI0jEYZUd4S6D_Qc_8xHOyQCYgoI8lrSqs0OaITKHjXYLXRMETv1HcNdVZaPUBscs3FEorVCqJtUd_KQgO3FTdmw=',2,4
RS,b'gAAAAABlvSCBFrgfYUJf_S72-B0ckA1oKRSXU40tvO3QwV0G1-Jg3TyOl3f1EWS9rP_aMCYDADbq44Ava9NSTmsC-tya8Ja9k9RUHGN0jJDSh5qUIEbWc4M=',3,8
RS,b'gAAAAABlvSCBP4ecAJvCNyUsl1pjN2-SXcxT0LXprgCfw7P9-1mCjXUiVYazBxVQTv2AJHrEKhaAEkLimW7c43CAxfUklLj6HWGKVIjXF0bOwPoIGpxeOO8=',17,97
RS,b'gAAAAABlvSCB0X_IPk1htsEnkA3V9O27mPsZcYfkPqs4NCswXT-IcF6WYG6hODjuIna8HpBunHS4ygPJ-p5OnNF6uCeBGzkw2Pt07v55b7n5h0AUCSrynQk=',0,3
RS,b'gAAAAABlvSCBpLNzsVLgLT8Nwhm3XvRbL2Q1L2FU9hirI11wZQMQrWvMvFtBTl_WDBquG7O72fP_xyoyZXVHDlRt16VwXCsuo6o-XLpzXLHSk-09f2n5lfQ=',92,98
RS,b'gAAAAABlvSCBYGMW6t90xuZnos2DSEy-bGrSRjqyqQ0578WwkiRfOH_vXB4AmvdwA5ldLjojL80UlMe2BUFwbT6EatejTCG8jg==',3,3
RS,b'gAAAAABlvSCBghMCxkzckliNkUftjXjAzl5iD9HoYAQ-MC8q8HfFQn-DgaGemuwP8_T4LRrcA5kQQgp4UbSWE41MlFZZXcjmls1lRLnsjhpU4PPBjh_mH6w=',4,6
RS,b'gAAAAABlvSCBH_taWQoUmaVieuVJnnpXX1f2VWoJddCRn03jdajpKHBAE2ZPx29Zezt7MOJ4fraxB45AJjDRSp57aCi65pRkHOYYDBBStlxBT30yCSKf3yc=',3,2
RS,b'gAAAAABlvSCB7XBDYzJse2rlgUZA9A0HN_6m9v_hTDPofpfZ4fsP0bZG_WPg4SPK2VDNIR5IWAOjHrZ_BDUM318LqSHNPYavtJL2h8J2mQtufB7fR3CGMV4=',5,6
RS,b'gAAAAABlvSCB3Xpx2Mnjlsum0tS5qUvirejOw02N3VDDqyGxY6Imj4EFnaZZbEBQBsrEbDQbhgL7DmD04U5Vy6ylhClv8nV07C5P5NDFsmJhoPEuWSkutVo=',3,5
RS,b'gAAAAABlvSCBrMIvt1IfWj2dIO6LQy7GUuXFUpeUUSstpSPcfR1MU5lKvk-wkn-S3ZOm-2gqrRZvpI5rhWl6TyjIUeKTLBohkpZM0WXGQb5fJD1iC0WLLD8=',4,6
RS,b'gAAAAABlvSCBrBL6KZ4Jf5iUNapLOntaDf8wmG_L_2Uijj0bIgLtTr_iQ-2xLRmfTH7R-_Ed1XmR6-QayVd5u9or-gPNvFwCNLqI4_rpvVPYFXcok-aKWLg=',7,6
RS,b'gAAAAABlvSCBl0r2-tR0KpWDQI-edhEbPieue4Uf6YkyNbCsCZkOBk3qoN5f9_bXR4Obs-2jGwVpq3JRXHKeT1lL71zjiXCggQfIP8EF-sWZGptPGEbKizo=',0,3
RS,b'gAAAAABlvSCBXxUHLuL11KVpfZqplahO4RsppHRMgLOz9f4p5VikZs-GOtdmtPU70rLNRXYyW0UEj8WkTWdh9x4JP4hR2dnEnGvTgUXTV4DZX2LnZ3qcA_8=',6,3
RS,b'gAAAAABlvSCB9dwmhaZcN3lV1xBRqT9q4GhKV_yUNbjQhtocbTfj023kbyzpoYlH_CGl-ISNXRuU3DFYrf_xeRsV_-vDiq7MuB9Zs14_9o8w0jGzat_Vr1o=',3,3
RS,b'gAAAAABlvSCBjDs6PgwCPxmr_4_LUdma7FT5dpyMGZHyamf_jhiMSDRSGwekoSjAYNydHz8YCYN96K85zAs0YnQkKEWTTFZ5Bg==',5,5
RS,b'gAAAAABlvSCBfAehVuf3rKFriRVg8Z1WuukmpiG4RHC6pLj-jxJUA89kh2_s_K9zOQU-ns8Mki1THARIafNP3jq50uSzl2I4hD8pUCrKUOCOkmXwQZNu3Xk=',0,6
RS,b'gAAAAABlvSCBH9d_6G8CrXGJELbiKdYXSpgH7gNY5JFgO4k_AEOZ_VsitUgOO_pMjDffoMWYmpmtnEdOBT5C-0hhWb6VEQ4aVRSWXQMUqLoJE3KhiXrkYRM=',8,6
RS,b'gAAAAABlvSCBAnkct_0b_Bi5rKejlkpC4fephIo2M-JDwcw7VUsqHaq5lMelZGLa3ef6DNAT2NI1sq_mBs9CFcOX9pQMJjZt7v6J46mm-4_YBGXCOjJErw8=',1,5
RS,b'gAAAAABlvSCBtP4kYXvLKGxy2rA_xjw3dFan5MDUW83ZLoqJzztdcv7yBfhJhh-BC20sBHHKtf2e33nlQy2nVYlsg20UvGnNGCJ0NR1vEKGIQdBTbo0_aUU=',7,7
RS,b'gAAAAABlvSCBTshYrVNdASempYtImsbtExLNrZJL4eABiPah_LQOH3FGvBEzuez9DVq770YtFxxq64y1v2X267Q0CJIkFuA1eGvQ1iXB_ziDxDa2R6FGi6c=',6,1
RS,b'gAAAAABlvSCBUXCL1jPK5HzTsuhD1_60L6i7yikoKnaYHP_3SCJxrQfRc9rFJ1rhowKkYy3n3EnKupbnjVfItDiG8sR95qV_OS85SYs-vJ1rLtpO_OskCEM=',1,5
RS,b'gAAAAABlvSCBISJsgrOVzV4KzD_m2o1jEsq-p0pc2S03pap_P74HjEJ_w4evqW2uc4QI8KnaEcJk6teRBwD2mYg4tvHMrklu7kRQ77vRqaRLBZrxPpLD7MI=',4,0
RS,b'gAAAAABlvSCBwndBG_PakiJYKcIzsR4wk7LwW6-vO1AH0ABS04jDbwfAPwXeY_yfhZ4MuggoE-tAFOcIrjtw_C4YUUVKq_CWHGrDa6f3UojkaFOJKr82APE=',42,79
RS,b'gAAAAABlvSCBrsr0TpZJNtgSAMWuq42r9I40s_VScFe3e4smimy8ETiKq43Z3Fem0aN-GseG7IjlWYC8o470WecasRwgw1ueYdiEpAIQox-LWaSTA2JYdms=',8,9
RS,b'gAAAAABlvSCBBocrcM_ZgYssWLuPpv1QNpwHYv3OPU8cG2SpMQz0ICI-d_L6wr3HIlYBPWdjBCfsbU9rer3OR8XyPpIWft6fmygC2WLpdFQuIc-bsH9Qb9c=',6,4
RS,b'gAAAAABlvSCB_agyTiKP-a_F1LFLUjvmI7x732lyMUBGajkR02bwYHTLiQweJZ32jT-e00rN9sKNwsiFkPLqln8d1FJxoniMMNVCWkN8A7kaSoLPyumzyR0=',8,3
RS,b'gAAAAABlvSCBc2SlC4HU1S8vrFTo8RaFkUlGzt6euWGFxuReZ9vWJ4S9jIaJxgZgfBbvvfjtFnLnRRdZxcxVYGYRR9BvhuuW5Iggy6Za_Et50WMtly7oXwg=',4,8
RS,b'gAAAAABlvSCBFViriorlHi4krnGI1M1CiGHDlK8I0x1Sf4eAg3DYxjc76X_QuQ6jAfo0dMe7AQvvZLx6EoJAL7L7MAsYPYbwit2ufMvKY8Rm3scUldyun24=',9,2
RS,b'gAAAAABlvSCBWgPw0l00-2N197WlAETixyTJiCnW_taSx_h2qyzyAW_q6JnPiAKmb12lt6CCFulDv-jYVlb1uVzgAD1ngeHp2I_4Yu8YuGf8B9woHyqSpvA=',7,1
RS,b'gAAAAABlvSCB0a5EqWzoNKFuYnHIPaafubgJhHEBk5707-sJvzictnvR__2V4-VlHJPZyXR21nRTav5PZXDrialQcLvD-YVcxKmL8dTsU198yy1ExIrXb7c=',0,5
RS,b'gAAAAABlvSCBN4D5zpAcGpBzcwl8UNJt9LNf_831KEUXtqyfIJfc4CGfhV3g1UahqN3-9OKAt8f5o2ZgBbM4CN0-JiMx0CY3u_YSYDuAvnx46uKJEJYxL22xu_Cc-ePm3u9DR2IzNgAj',3,5
RS,b'gAAAAABlvSCBswQMV1lwTDYk0OZp_ytcuvWlc7bYSPWoWU9p3VBEbpUojhwvVrVYzxSKcgkkua_LmzCUEAhQppC9em97UYMbp0A_LBX1BipFBrRLhqYAUBY=',1,3
RS,b'gAAAAABlvSCB_lsCSFzTLS-r5dhikIrbuWkJZSyXxXRLNfJ6MC2jcjLAOqAic2UEFnM1OYzUcio91yH9SUwgKF-Z7u84MmuRKfJkgU4gQofySSWKTABViCw=',0,3
RS,b'gAAAAABlvSCBHdUsts2TmvbnkIVoDBvOA6Gr23eqMWNLkzjn3eqPWlfwCC3uRvvG9F2birnWiNcJhILNUPZcq13_t4zAgpwyZSrL2mmsZz_SwCoFwUKRrVQ=',6,0
RS,b'gAAAAABlvSCBUAOGIzTl7lUMOGfT5-A2Sqd3MfZPyJT2ZqD6v9dNICJh1q0jxKDPx-spO7A2JYhm7Q5k2qgaczj6osNyzDMyYjw8-QUK98K_GOQYX2EQV6Y=',6,3
RS,b'gAAAAABlvSCBTU7T5AH9cQthMT0fbvePJZ0T97LfzPr6TWjP_1G6ewqdxlOUYXqQruW83HZIyEpjAb7QhAOGB-4trNb0EIjeO16a8BQ6pIX6g3x_WAo8YUs=',0,9
RS,b'gAAAAABlvSCBR-IzrnaC95gLJcqtKP7InoM9kGqD69xS4mBeuYQAr0RUpNNC406MOWChglVtHhrJ_k9Uuwpy52GldPMkHzp2yLkxlM017VsrskDrk19zyW4=',0,3
RS,b'gAAAAABlvSCBUG6EDRiv_kRjj3Xh58SG5vToRJgyJ5br2lCarHOGvl5kLwNFyPwbAs2abL-EPaVAWz4OYken8mUJoLlCXFSKRnBlAme-eokNLsuQ0lVfQrN5d5N4d4ixMfnX_hu2a9Xj',3,3
RS,b'gAAAAABlvSCBkGnKLC_NfcDZhwTvOafJ7QBmW_pcgrCx9qINE3Nblicef1foqfLACWwAaRIVxXYsCG5ikAefaE5JfvyS1JaJdB19mfMfKGl0feIAz1xglA4=',3,5
RS,b'gAAAAABlvSCBWIzNI0Bio9NRuquO_5UhuNDrrN6eiKxWt5B99Z7AYiboTvQmNVFZ8R0p5Mcep9gHRFhEawAozXoyK4YngrpS7cNdwdPNayKlxRiiTRE2OYWhWrjXmaZoZHOU_1DR3EbM',1,5
RS,b'gAAAAABlvSCBjEa5RPDaMStWDUOAycBQE3R6l0XSYYAs7zbdWmzgnNKohGUnPO3GjX-HrTRAKWzPz4hA8GieJo2-1mQI3RJZz6GJbVDjCYnmfBTmMKKXVJ4=',5,2
RS,b'gAAAAABlvSCBdKskgxIGq696NopwZGUydXIw2Piyk4RFDclHIbwvgUO9gX2EZo8SRXHQJ6asZQrddi_WLimu6xrQL3ukaVqWfnLOgmrOJcXnLtLsu_n5scQ=',8,4
RS,b'gAAAAABlvSCBLCwSTWME6-Uxt5xyf0Q4_mzq_tFZmKektWRyXf50NKW378rSUe1_l-Pr4S2kzHZoztTJngA4Q_dpesw6GkesDKZtPzhf14oFN13RG4jWeoI=',3,9
RS,b'gAAAAABlvSCByXOsvwDIGnXXmSWqYx8gNzGZZtJaZq7VVGcLrWUX6BICDUGeRObNUxZZTqQ8qlD-wY6cxOkBVfVUoOteNGCLyTsZamTuDyC6D3PUj0qDCzY=',3,8
RS,b'gAAAAABlvSCBvkXka61i39oMwXv6oXJHXb-gE30cBuWacFGhQNDZHawt3HxUCV8umuv1rI0_6U1rWXvLAugbfsVbrbSJdF0wS7i-TOoSYDZ03IHK16CoaZ4=',5,9
RS,b'gAAAAABlvSCBkh8lisQvmrzmaHw8vu7HDrK20Ks3_VGcoyXk2CQ3mbUTSTHzM_PatkZ2ztM4-Yn5n1gFwoZfLsameGkO3Av2-XSsCWcteEZ26iY4cYmxDF0=',60,64
RS,b'gAAAAABlvSCBQlOiu2DQqj864e98c6CipZkJshQO1xrGb9VwuvAo3KVaiW51FUOJmT53LmJ2NfQjSXv8MffoHNZeZZRk2SccBVUpKGqdsRcnIs8wId0l7fk=',2,1
RS,b'gAAAAABlvSCBBG7oeB9qtwm2_5Sh5LalApTVMum-GztmjMkOPI5nH-kNpUjSk05kszj6aCD00J7FmbELh1-6oDgEJfB5VjV_Zt7ttz9kxKh85VF0Xnum0Ww=',8,8
RS,b'gAAAAABlvSCB1rd7GuoMYa6VBe17QbWOlFYnB8C9RTi5d4BrX0oTNZNGg3aUhSoSfrWeiFtwbzJsY3W-9bqZbkOLFTY65Jka9Xj1kEmOeGMp27P7SreMXJk=',2,7
RS,b'gAAAAABlvSCBFN9ld9zmoMeNqnXQaIBxWy1DwKRER834StjFfldlmPPtDAAWNaWytX8r-6B0GwGY38EkIVQzCLHx2tjC4NK1j9mUUUDq4tDkhE6EhIPXGnl611kv5rSVBLvezzlTyQrw',3,7
RS,b'gAAAAABlvSCBRqtMT4aOrOAAiUTcM_-yuHh4APs9OInst1Y34sw0d7vmoPCApUOilpcWijXlMkKKBuFaS61AD32sqH5378RCLd3s0CF218hWg2M32B1FYAGBWkJOu6UUtuTpX_pL4Pox',7,0
RS,b'gAAAAABlvSCBoSwWkAkb9rioB4-pcjeMaKtr6t45x4BQTT__AqtYPn3fR7Kof47GdEfhHYztnn6QKS4v-1eFwX5SMOSPDIkDfnc_WHYQ5SMnM_Fq45hAMQU=',6,7
RS,b'gAAAAABlvSCBk36n64YDZKpUP2SjR_HOypwR2uOdBauBWYabe5fnpAYWuIX9MSbfpuF1Tbl3UsOtpIuzroulaa96DdcjKuOHK4_qMG8UeY2irifJT1ny2IhyPdpdnNvMc0g0QrhdMKgG',6,2
RS,b'gAAAAABlvSCBxpmxUu2SycPJsfrc5WTOW3PaZupYAA5ztnvHauQ4Prb5DHHQ0L-_HUxrYeZTxVFwsefHZlfvL7UV0WgMB92PBmY287tTeesZtPCQ-ddwCmM=',3,4
RS,b'gAAAAABlvSCBToFnrS3-GHCDHj5I9d-Wlx5Ra1lCTpsKbmoKKKfGQ7YkSfiQUgWr-EsxtXDF7XCuUfuUf_igJhmnGT0FkS7hbYyQzIm-PbQI1gZw2f0SviE=',88,64
RS,b'gAAAAABlvSCB031WdJFk57Z_DvsT5HSpNl3F5F_VKBFt9FgWwTTrWDTLrzPpFjNIHvZY6m1I_Cf4BHNjp97VqplCd2WfW0gwmdnXLUvawx3cAt6NcCbp63c=',8,16
RS,b'gAAAAABlvSCBJPvjSjg060C9wElTPe83djzAj0c0lNK-P_s0RruVdc2VLkVvk5sAZyIEIpyi9yHMX83_l-gL6VhH0H7qO82JemCho5O3dwyDs8gkxsdi1Ew=',9,79
RS,b'gAAAAABlvSCBaFpP2kkj3mtCAUFkUCOs_hnr4zFAiXBFnzcRuihB99WrlO_deHkpFBstGV8xG2HuMtwSIv8rR_4FUwyZ_wjIPWN900kuTDIjpo6fsXPJdcg=',52,84
RS,b'gAAAAABlvSCBhELBX1VM4IPR607MNuFiPLFCoJvkWtuRXiBVDYW2A1GvyhKPdVEg3LYa1PLWBOgV_SoISQB_pI9og0htavZgglrMPVHMC4QgYykloq4YKio=',4,8
RS,b'gAAAAABlvSCBenckUmLRuqkrzQDIcAt8FEklifEmsEvks06s8glx-S-FarvT7UnsHmlLb2C6n_aWwhPJ2zsGb2Nkx-quQTgiqtfqrgAz55pQDg2As5UvqW0=',5,5
RS,b'gAAAAABlvSCBEzJf9j9go96y36aXVICg6WgmOO_76dj4t8vP3bCJN1jAcA7b-IUhxMhdn9yVZmQgNPTww0_lK41KlCpMpqyixI3GytVEDyvsP38CjHwZvl0=',3,7
RS,b'gAAAAABlvSCBOy9P_4cJfE0d6ICI6ys9vaMQDi3gOBs92S7zOew2eKngjzUKhFH_1waXsoK4ZUhC6EFrnjUz3saDiFUoDY7hsg==',1,4
RS,b'gAAAAABlvSCB23S4v9uqRinSdQErOAzDgEvl39QcwEsAzSiWcXxvvRd9NeYmfAtnpiSFkHM7_nmDIsiGYWdUV9IKTSjlxsh6k0MpCl0jIl_yl7p039NzxC0=',4,5
RS,b'gAAAAABlvSCB-0b9j4Qd7hf_A_gya8FYsiTipjaXdEpkj1r8rKk0qZxwD01J_xQejm41YhbYxQ77n5db-_b2K00JxlrppLqwnho9qyyGQsaHcOt6u3EnSOI=',9,9
RS,b'gAAAAABlvSCB8IkYeanx6gEDO8jk5AWIHxgRos33n4V2epGs0k3hdz2ILg_JMjwS8mYdhQFG8IdhC15bDsSzhA-8Qp_ma5ensF8h0ULugqjkM97m0ZCNrm4=',4,1
RS,b'gAAAAABlvSCBOyJGX8_lI8d_7lISHYPafkvt4-v1IBmuBBy0ikynNzySHd9sAuc9bZ5im1MCNTuqvTYvf_hqhThNZyyJzo6iJYwNkuahtj_ubcUsjWNNy7I=',4,9
RS,b'gAAAAABlvSCB32-r3mzcTWaLiQe4WoR_eftEIG7wvrXIdudC2dA5xSe2eajHPDbXfohPQWZ4Ya770Eyt8RfKmmadXiXRnIUwew==',8,0
RS,b'gAAAAABlvSCBcONbYVTGUykq_k5Wu-tMtKf-aTr_OhbhoRFs1G7xqLRJ6hADxVMSY_fPWE8fLAEhssqNt9ltMqxO98ZAhgqFuuuVrNLC4-FjWwhTdrxA_7c=',4,3
RS,b'gAAAAABlvSCBfuYBvsG115BW2tOf4fxpM8JYlcBk6XnrAeJDYKgzxw_fgrzl5aEcJdZjIUxt5ZmGFZuffwxPT_UKWI0CbzWTctESHHg3ZpzIS3ONv-UOJu8=',72,85
RS,b'gAAAAABlvSCBS00-t0SBqJYpeSahhAi_MBLTG3AUcma6gtfe5w45hjMRbbjtyz-JVmw2PyJYI-6ZE8wOw5dB1ByZ2gNHCasZUQZU9nAU8mIIxswNpUmcuKI=',2,0
RS,b'gAAAAABlvSCBeR8aqSBC8tUZ1Kv2uCUvw4fu4E4HPKCfdpzHblpnX2HNig2qFeFuH3GyQGudS5069au3LE3RXVakePX-Z99qmv94rqmLUqUmf4q94NQeS0I=',53,61
RS,b'gAAAAABlvSCBCO8H97CbClEDYFG6mSXZTt-lW24B9JnOivrcsw4KNgkBQkR8wQJJ6iMXrAubH4_XZ-jlnyAtawRgUuilfcgXfTbtAy7EwjL2R8x5a4CXqg4=',5,3
RS,b'gAAAAABlvSCBfn0MrQyUHp6J7DywcENEqCsOp-BcF-7pAajNmEP6TZchqoQgPQLH7vIi1rgz3SiPoMKtLXWnzI08i43bQuXD7aV25XK9uZBvPlu60C-PAZSltGLmLdO4XWXnK_CezCng',5,2
RS,b'gAAAAABlvSCBqaTSPJ8nEe-_cFm82N8VFime2UAVVaI7hDJpQuaixQYA5VCZN7OtehcWrpHWka2q1WB_xfQk2fyxjeNntGSN7nXlDw9VPuVKNvC7jYdRGC8=',1,5
RS,b'gAAAAABlvSCB5qqmhg5jAwLt4V5yQ73f3nJ4Q8eCPBM7VN2IWU8LjdV4L1ti6knubfOKfFn1zCFm2_gJSpCkQYHL_khNJPhTCbfO9PrNBAPQu67RLQzX2EY=',5,7
RS,b'gAAAAABlvSCBl_Yhos1jJ0ilZG0HVUv2KWTgQID3Q44Sqwjy9I7RF3BwC9egoZzFa9BjU2KWU9v9A_alSuTGH2Kr3HDpPjxWog==',3,9
RS,b'gAAAAABlvSCBJXzuDm5olmY5niXRk3Zekagd96bW_hIiZnTmE4io3Y_XkzO6YP5h9lDq9J_UW0wcx9HilMdmWBmaHGq26eidVg-nTmA9PFxOfd06OtFQz6g=',1,0
RS,b'gAAAAABlvSCBm7SilbpsZFgDaM6fo-qVwAkCgHyWGp214cwzwyUjgLGyGAdTV5elmYyYLrchlUSLV6REs4lPT-QvdLzgTsOyrT9jZHJA0yPs8GfsWm3mAcdDL8FWpNiw-5c_9-lbRfwb',40,73
RS,b'gAAAAABlvSCBszDIo9hxAxUL5sO4whagX9dt6_DDGUCQHdciz9bskMa_Dhf11k-AZ0YIv9RcDyVGf7_75C1pjlNkCJrQ52tj8E_3f7zKKqBl17Ru_az3_Lw=',9,7
RS,b'gAAAAABlvSCBSCZTIEv7adMfaxJE0Scx-qAtGXSz_SSyX-0MwDThkatmKlH9393_k_gjUUe5ZOhlpFgS7g3Nr4j71G2nzC6FFbfVQBgjuBHkoRncJZJvQKk=',31,5
RS,b'gAAAAABlvSCB-veF6SsV1K0WB7CLZltHifnyOnrkB2wr85SypqFXpTvyhjMY2S4nDKKbF_gkTcM3bfJWjZ-34v7v9LFuKJLz1RfZOWJpNb9LxTWf89bjftk=',4,9
RS,b'gAAAAABlvSCBO6vmE8pT_odOQfV6vj1gGudgXWkCo-gR4R3ESDLGgyVWiLeYJ6-71f9kQP-5kNepKZAt_GlhT8D_8kPBvjyTZvKWq0m0vGmsrm-SZdjiRg0=',2,3
RS,b'gAAAAABlvSCB6FYbrAyyVe2Ap3Oh7YcEt5TTt3LDC7zNLrRjiiEexHTcla2jsmHXQym3uWGAfHmB3GX-QiR9265cj3xSMk1cNMQQOzpe36O0yLZUhCXKFjI=',7,77
RS,b'gAAAAABlvSCBr_s3hfW1KFpBi26wYQioX68UYnKcNXNRgEEdxHj_-LfUyWVIdDpOhAf375BHDxp6sfI4nUcCDHtMdOzkWG6Ocpv1-5SfEGvKAbTYPbsmbXs=',0,0
RS,b'gAAAAABlvSCBoIljYsAC8R9gXlO6qdBxP2bC45FkdD4ZuNqTqDWoG9G_YboTtlpKdKZeZELINhXkqWLPGai55Ef1kvcSTHp3nQ5LHVAUgkMfHWmaCtQt_vk=',6,2
RS,b'gAAAAABlvSCB-enZb59k4KCMPpNURgy1JYDzN3swHKpIi4aSSPCXvxFDt3iaFaP64KALah9gw65YXu4Oe9Dmf8XXowww8oZ2m1KmzHZ2YDtJ8OI3AyGMjd4=',7,5
RS,b'gAAAAABlvSCBWuFJNfq0k6BtX_rle-mb3bBgdv4Wd_RMcr1jmcUN3_bZ39gCWVW2XUrC-ubOsbifnKPodbVfDdHhkthAI99s_PapCmmEtxlKodDXPsK0vcI=',9,0
RS,b'gAAAAABlvSCBg95lPL6bzpc_rQH03d3YWEPyxd23DBlCBwCORIuxbGTAg16hi5Dzfx3OGGf7kSYtKfd7LDcPLZGkyK_qeruEypzwyiTYy9IP-SVHzI9BIDA=',1,0
RS,b'gAAAAABlvSCBUJkbV-6lWHvpOqtxKVPdw2yTK_kwTrWyYCXQbiTzyAaK-R3AC4fAzudzGWG4zGBn5IkqGUizBgvOx-j8FYvWkv2Uk53GSnpPlTsjEXpdOtw=',1,4
RS,b'gAAAAABlvSCBPTTSyO_Fxr5UqoA40uIPAypH7kQC52EsyCLRXXwwkViydBvfFSV6SS-FUvirFQpnEVFomc3Fds7llpCeeDowBPDNJnxFIeUMJ6Co15H_uIY=',9,6
RS,b'gAAAAABlvSCBnmgX9iERp4eIHdTa3W43SHHme_1ZPaUeJZkeAxslKVZjKT-VwHEJAOSS1ajmeLpZsvDTmBO9lhR-91Xq3OxTPJY_bRAGCkdySCP4c6s9eBs=',2,5
RS,b'gAAAAABlvSCBpNVgEoLZWLcoozpvAV-qwNFxBUCOh9Zu4oVxifV9IMwgRNbXyeP7eG1zOtO5ugrIlzm_wFEjz0G4o8vV2CsLmK6Z0C9TDvPo4SmeGJ57S98=',7,3
RS,b'gAAAAABlvSCB0ex8jeJr1SCFPe1TT_fhCQgZu4fZLMT3lZUTm1qu4-oLCG-eiWzHduvgG5rlV44R1XRRA-WpUaNAw5A-rJzwilSFjCvBUvHHhOUbazAG9QE=',2,5
RS,b'gAAAAABlvSCB0qEfv3DJfB6MCcmLYcP1aK8nWsaSYDjNKp_OncqcVTmoHyXQZxvZYy3BPJKMSkafoTx_SyS_rjEkvGViYmGie7M6uzcMjF-181ED1gshEK8=',29,98
RS,b'gAAAAABlvSCBiBeCzfCfTtu56YthLz_jljWlUeH598YT0uxe15ZsOHxUN7d25m6Bi3hINDX2wKhx2Sv-8ho4Gx8vVUnS_KN-oQ==',8,8
RS,b'gAAAAABlvSCBxHhqPgoF86cEqB_7GR0i-dgTsNte0-FNpdVAvb-2cVh43rYKrrnTsHQ7D0XUV6qKC4-rNFGVeykohcDLOiOnSMHVo8E2H6bsDW7O3R9BmhQ=',1,7
RS,b'gAAAAABlvSCBxtXMUSB6EWk93MQ3HfHZb1BOFqBVAEHob2UkH7UnVzUCC478EgHnEEYu4quRwpighbZ2Y20303ZDWLL-0NxgMsihyripa_jPLtBU67YE7qQ=',5,6
RS,b'gAAAAABlvSCBJ7i_4_gWpm_tglOwKXdnl2JGINKZ1N5FYLjQ0mArJOW-_0JU8M0niocrEkS-zQ3X8c2gwYZpZKrHojqoTXq2AUm9-wkWMsA1FjfC5wnMV80=',3,6
RS,b'gAAAAABlvSCB5MFMD3FlhLwuy2ubGTrmTeYztm1VfFM472l6S_Ht6Fo1TfEYmzRldjP7Nr7WPHqYTIvKVws8w9Nuczg9V19DJU2fCH0ZBwDSbABG5DVYT6g=',1,7
RS,b'gAAAAABlvSCBamrMmpGvW16esa4sfL0LuEtqcjehyJ2TIQeRINhSl02ZN2IiEsnndmD92DrxZIWWVM0RHnDkWc0Eah5Mb3nceN8BZGWPqaepBmM7YTzqTvE=',5,9
RS,b'gAAAAABlvSCB_6nyFSUu7S192qJHXEYxg71LOU0xnEEKulbqDVC6QpUled4h7RLEKFnBtRpUqtr3yPl588qqBeuvU3CkmpyieRB7sFwu0DlOy6qwjtQeSRA=',8,1
RS,b'gAAAAABlvSCBT2TylVjcx8tupf_dLE715gW-h1uyI9zfD7xkJUqXRhVeKfZ-SerYgPjIcpKLMvWDOf-sRCh_a8Rli-PycXOS5BeE_NTT6wpcMBoc27R7t8Y=',5,9
RS,b'gAAAAABlvSCBweQoDquo_M_v0ZQlVxqZ8ipXJfuV8fEAoRNvxprBeyrnYLjuf0X9QrT2q3bonQRw_umk5AwgwvDcRe4zisFLv4m1NWiLrh12QkkfMBHMR4E=',4,4
RS,b'gAAAAABlvSCB_xYpGdPIe4iDJXvrAPA-x9YR_oseyx_nglZLXgKA8gBXwtWYpWinPBwqmQeJY6gW9G32XdEson3RSQVw_TE4lmeqvcGvDHGigetsqQhcDbQ=',8,7
RS,b'gAAAAABlvSCBOmF6AqBw-1ULBD2WL1RplUqIixFCL3jhf4_bJCijXBJBq_zwV8Tr9e3svdSspdah10sy69hJLnIXqQNrRtmNkQtFanpewU5w7p175gWMTyg=',0,1
