uf,profissional,metrica_1,metrica_2
RJ,b'gAAAAABlvSCBmAma_wPjIy4ls4tU5BrTXT2aGpXzH3F-4wAmEC2S8yXKkgxC4FVbnkne2mlBc1gfGzHniu2eom_dP4jPTmt9wvnJKDqEfolHoi0pTpnNhvU=',5,28
RJ,b'gAAAAABlvSCB5ZDdNB9YVKS7BdYBPMe4m4SQ_cTsr6d_x5xFrNt0YnlE7Lls7Yeg_zbZI5SYHJC4xTSxbRUzwHZe0BD-8b1ZS70SX2WYd3dOVsW1SAPilvs=',4,5
RJ,b'gAAAAABlvSCBJMAO1Bmm31Zm7BWS9D8GKRol7l1WuRtqrhtutckWMl0m5QfQBHLl0xXNu_rbkRLCMcvujgclVKbTWGe6fFdk6fyOSoRGzufLaC1EbG9qwes=',99,43
RJ,b'gAAAAABlvSCBLTploHCZyiwEAUxY3SgnSjV2tqh4-NcL2NwM-iHmwvWcpfOc1otFtdjuG8Kpxpc4eyqSG_xyUSXKw67fAK-xbFaVL-82t1tOIbfVF1XhSR8=',2,2
RJ,b'gAAAAABlvSCB-TW1-2-PGOHU1mDGbGHU6UmRAYWHpmUxgi0wPdV2zeWQNgigfk9miUlkLj3VkgPl3adMAkJ4Uzq0CuTNCgvxowTwWacObFTkVAEvonOvIAE=',7,7
RJ,b'gAAAAABlvSCBzxSFcrsDBwedSqM7cpeuEHnfM5RpwKE-TYgV6gN1nxJF51AF9EEVqW6FiGab3S1gzAAkNCN2PsmjdSZk1F9i3rf86waxOrXtlI9CO-wAjBk=',4,4
RJ,b'gAAAAABlvSCBM6NT_oWPs2wbuSpj53s0UVQ2Arz4BR61AcOwQnZORBG58VYW_C7SQ2KEcGqgMSki7lYFMX7l56jeh-mmhp3_jNI8wIZYMlbkTq8ZVvEIj_M=',9,7
RJ,b'gAAAAABlvSCB8zJ_4SExAyHkLgLWnrxeeBR3I2dh7lZyL-8NkuJ8Sf_mO3n6As9XTfyZmkcnWbIt8hUNDebt7o8bSdXJJx3HFA2O7aryXJqZ5kXLNyiIepZEJEcxWKF3g_7Dbwfl3Xzh',3,7
RJ,b'gAAAAABlvSCB59yZ9n4CUglPGs73fZ8FtXggSWXhJnxX6MJxmxG_C9gN293n2YWjVI3oZVsx5N_CkclWAwxHeTxkR0sukjZq3OwCLC6PEl8wbeQYVoSUYOM=',0,5
RJ,b'gAAAAABlvSCBQBNUaAm2ks7R0LkX4EamzT53W78O4Mv-mhbDkB7E3mp4efHoc2AEbKAxaCBsTuiRyydMArtxRT2qA26pZ3YWLVvkTliXaznkkAlTPpGnhuo=',2,5
RJ,b'gAAAAABlvSCBFhSwPjxL32au21bj1NiFIJ3YMiVOKlwFMrIw9ugbFzbEoIXbAbOCiqQT8gQFptC_j9qK2h8v5HmCoL_E-tpe9X7GhsCpzf78L__svZKlTDY=',76,80
RJ,b'gAAAAABlvSCBCiiVlF1mtzXBbQbWRG4meqSOUFMCG-bXq7D4vOdzz8Wl9D3bpJqWxJu1tZLZdqtEam4SvhDsHVCYBOu8q2JJ293uJuhCQa_U3bg9TTaWl2k=',1,6
RJ,b'gAAAAABlvSCB5e3ZRoC-6cxo9aFmriemXJRD4zJmFW4sPt1DsjBVQfLC4ouGA78c8Xwc0FXKFwkda1uLN95VEJIs13lWxEWNxY_gLhtgbJgruEgNFSEesMU=',6,1
RJ,b'gAAAAABlvSCBfnBCLVCoeT6sJ_DXGQpQFHCP_V7eu6BDzQFAdahqFVFzgj6hkIMNfi4A1Q5EtA5aYbQw11bjNWOofEmETU82pW4CYAfTw57TZMEEy0EaeRw=',9,2
RJ,b'gAAAAABlvSCBAnEQFr_lAE0KkE3xlsy2sPao-XVhfypndtKkU7zC9LndJdsdhbz8qm2hMkgA3eDhxavBtnVYq9JwgnUjWS6tO4uKPyl7W-gGpnAbt_db4Fc=',0,6
RJ,b'gAAAAABlvSCBITfLpoOSo_nITuuQyqOinDUUudfemXX75-XlHW2jmOrYLfukbajUoJEkKc1gdC5O_qP3sc_jPVZGEvB4l25SCpIglfo-hT9wQ3kqHPkdHF4=',5,0
RJ,b'gAAAAABlvSCBgYapWf-29LSNDsE7-1Ku_9Pa_D7qm-t-F0dvASDUXW1aYwMwjYBInOxTEfPtHo0qvcTzUxqLsP9IyEbBl8HJxeWW6OO3sggqcu6MBs1_0L8=',7,9
RJ,b'gAAAAABlvSCBs4xBc957DDb2oiLdJk3ohHhtx1Pol81zoFlOg7Gd2NNH7yTh-e8nq645eww1lfbD_tkL8zfO-JYQgjf9tCequPdTakv6qeBaZUZSaR81qQ4=',4,33
RJ,b'gAAAAABlvSCBlEQftXVazJTJ5OZVgcWoFK91C050IXnfsmRpqDTqZk0IvIkgbMR7uvyO78-B_38VOF-7IOjTfY3OC02qMNaLg9UWb4prbrA_DTbCrrKVllY=',8,1
RJ,b'gAAAAABlvSCBoYdIH5bJKGA0uSJPx4VsxsJ-Tsd--P35srXZg8cO5wEbMyiYWvkaZgXan0ln2vpCiTt7unX8JOT8TDy0X-R-oA==',4,7
RJ,b'gAAAAABlvSCBE6GXGW3q9NGY3wQXvzbGJP7vjsd2zjOyXF4u2p5pUi3Omf-EAyO4tYlaY8U0a2fl9yOV321fXD7pARA0RtVkSFtGiv6vrVrqTpLpQ4dZl38=',8,0
RJ,b'gAAAAABlvSCBfKlenzNx0MdAbUokwmIlX1K4plDLihU98QBJ9luuSNbVu-2LEvZLmIUeoDuisWnwH8aFzzkS2YtubyGZTlZmB6_I17sG5tDhLdvQjHPmwEY=',8,8
RJ,b'gAAAAABlvSCB3KHUa72ZWBN5NwVzK_kUWy5hsWL2xIMD_ZFaEfkhQmJc-oOeG4i_Eopkcx6z4dTF09uJTfQhuzVZoccwIrisGZ4e7k1HwgJvZKYnnywUxX8=',4,1
RJ,b'gAAAAABlvSCB2K8Xb96WYOzvunGgWlu5xBPr1fo1M7Ia-PQBT2RtuGR9zuNylt5ImIcduRNZEZunecNRia7wWQTSGJ9id4yfSEF5BJ4WPwbAJGdkRJwEk9A=',3,4
RJ,b'gAAAAABlvSCBIJsB5Sfp5h8R9xQCsLqECNeRK1goWsj3u-SVc8YAhD2qx8hwROA4Osl0OHOmNoZn3q7dsvhkyubu0cky9FdKxpyjV4my46PYlONl-1EyfdM=',91,6
RJ,b'gAAAAABlvSCBKYZ0lWAavvphYgyAjjdRsm_uldMCwDPVoppwSPWfPK7K1oxuRzcEr3OYt51sNS018tjaXuGHNebgVtCRye0voViRbc64z-wBCII1KFmqMH0=',4,3
RJ,b'gAAAAABlvSCBdRRj5E9tH3M_odRUujNI5DTDThtr92h9zknfcYr1AHejdmcoyAzhg4ICUtv80NKlUkF0c2eb4yNoQUBfbZcISbtv3GX5R7p2advykZ7z0oI=',0,6
RJ,b'gAAAAABlvSCBNi6ESXW4W3E3BMdcSAfEdwWuNltR1os4KP38RNZVaSOxwKzXJyc_2XxfAwiLaj3MMsAyfE6JoEgTQ9HydYCHtzPiKUB8J3GV0qFkLsxTQ8Q=',1,3
RJ,b'gAAAAABlvSCBwJSnd6bvL4ltFDToFN85Tz-gYuKsvhBgiqSFy48Qt_oif4wlnXtqbmYN-Dny2xHxwEuk4SsYItuqgagWgV6byt8bXbMXNuWgr8BqpFfRKiSKTxpuQ65LYjEx6laIIyRx',9,6
RJ,b'gAAAAABlvSCBwpGQ5FgoyARuSVl8QRSiYqEke1FawUO1tfHhIOHyYhwqzNGFowIK9faQyeXnAb-t6AfnnAsRF6nWifekbwe1MSnnxdaa5NDe6Ad3tIpPzZc=',3,6
RJ,b'gAAAAABlvSCBlFkqma1z4Un3wpukCFtlWWfca3vbti8X_cR1SDE863isjpgLqhRiT8Wbaah-uGxcCJa2uGESi929VKKMY-mUu95yh2aKHcV41meEIjtXsbI=',5,9
RJ,b'gAAAAABlvSCB_lrd8L1oCilKr0DE-9uyCI1fw63gr3NigtVgWXrrESSJ0XiXyw_BGPnJmW74ZAeIV9CLmSugJ5VrmOmn0zWzGlDUzGvBBo3LQgovIPjSjM0=',2,6
RJ,b'gAAAAABlvSCBb-PPeC3DAoaI7940DHpguRG2Nqk31iKuv8fR-XOcJ15OOg56k2pgDb9O8wf8kooOq24H6yLNocRtUTkpx2i7iSBsOzhN_jWMdg8fOY_VdpU=',1,7
RJ,b'gAAAAABlvSCB69Djpj_KtmjwOvhkHD-RiBXb3u5FS8EXuOo8YpMIU2M-LYrQCF0_yUFZUBPOxwrNaIakeb5IaljPnfeEz0Hn6or9yPj2kNKLIpP4VCAFzh0=',73,26
RJ,b'gAAAAABlvSCBE6SxGZtaWHJyhv8LVQElMgTkmHIuNUD7LUIIdSHYCRVX8p0GKhTbPyyNx-9aa5nWeIA6-d-Qn6hy2-gU_u7LpurmUyfWozYZBNFMXLMY-tI=',1,1
RJ,b'gAAAAABlvSCBiXyzH2MI470nJAh_ap4K6gZXmrWCUShJJR865mVKJrGns1Kv0K2uD2tqOsMdkfsk7duZO6cWSgFb-mEKnsE-T6rAFj3L126XtZ99YIuYess=',2,5
RJ,b'gAAAAABlvSCB5LPq-3ibbDoK1KLIULOR4EHuTZO-Buvo8DoBUPb0cCTIJNv80i74IoiyPKbOR0g7zos_3VYe_RvCjhQjBprfTZRwKv2IfBvSWOniEl_mvk-Q-BCX0Hp0pxplkEJNFOmA',6,3
RJ,b'gAAAAABlvSCBQotEwATynnUOYfQuEoTV_MIIhU9dr-TNI1SLvx56KWTW6bR102UBAnIqzeit1UOzJspMkWZl6rrWti3BEB_OzOzpx56lZ9lD0h3UQ0RQjEE=',2,4
RJ,b'gAAAAABlvSCBK_uMcTk87Q-ad1aT7SjHBTVHKRgn_3tNjPx7ychsRckPRVMAsSt4vnhwNlmxUUa378HMoF5ij8kG2A2SLrZe7dOsHK8lo3E_YuI8nTAEilw=',9,4
RJ,b'gAAAAABlvSCBRCIHs_xFTa1yU01eyls5WX0ckXuvb18ucVrMaD18y-mSnQJ7BUuE7HLxGsdW5iV078aEBKbtu8J-hIaBD2Fx1u4WcKbi_IEVOuPhTiMHy1I=',3,9
RJ,b'gAAAAABlvSCBVmtJVYd3UgoP8bn_6dqNIN-xaXgZxMX7SlBppHdwK8utXzSVhQ18EsVT_dA5eg9fVDiB4m5OxXL9A1XASx0TbXzoUmNOa8a7mXG4Q6xxkXw=',8,8
RJ,b'gAAAAABlvSCBBKdfIUG39TBqKIh3xbEBtOQrUFvoQnY5fdiCYIttAraFJjomXCweWuUiWNGByL6sfZX7T_Fg7pXxusLpLvul4fp17A4kGsst4WOazXOZm-c=',5,0
RJ,b'gAAAAABlvSCBKTFIzCGFwgmRZzR0U8zpEm1sL6Ji_ByXeH2YKfiq2q7Q7047TJCZI04IcHAqpYAwAj-xVjtRUaDrK_CDoxjmlWF9wAQOakuMvmy-87t1H8_DrZ4D4p4QF-pNlplJKqZX',8,2
RJ,b'gAAAAABlvSCBnhnbODPS67AQPM5XIocGGZwqXuUh4v2J8L_UOdieYhAyOVR1hZU4cIN1X7DflXBzqPV8vQS06slpk_0y8xM8BPzjaKyzI_ONFTa2GdZqi_w=',2,4
RJ,b'gAAAAABlvSCBYC2LGb6PgXimIxOjMmlvYpqqAJTMjXji_UJHjBOxe5GZwMKJRLzU2Y7L-cUMd4nouLyFqlwXDzt6cz8UXl1fYWhVHfEIOAkolJbkLmituH4=',9,7
RJ,b'gAAAAABlvSCB_z_sXSYj-wnvmpG_qcuBjXkjzjPRH0asJoaykfy82RxKvehH5otkfJS2cHNhbGvcft1Xmvxx7PxbXrOcl2PmtFl9QzfcmEGmo5e4EpW2eQo=',9,0
RJ,b'gAAAAABlvSCBtnXdazBGUW6lI1760cgixc8Hr_i4KWbGbW9TUb4XjwdQyRBcboRSBLou2XFz0gFVbtCFHXy_yxcy9xF2rMnHaPdLYYLI9fld6I5YNMoSO8E=',5,7
RJ,b'gAAAAABlvSCBN2RTXIhXalZM1FvlPyYFmg8Rk_SCVPrX827B0o_HWWIj7y0KBLgoGQNo8d7TQyM1gBMwX-fLaLp9tEl_yAfGx7Jntgk5kQBejSDtDp5IuU8=',0,8
RJ,b'gAAAAABlvSCBixMfeXrYHC7UJ4Gnd54eqX5SPK1IurGkAOeE8ym7YWCLILEO6xaikbt0in5Fjmr5ogpT7BZKVHNg6oeQxCM6kgHE9PUjeOPn1Zk7sbVeN3A=',0,7
RJ,b'gAAAAABlvSCBeODepH4TPGSZtABmfZh3SM_e-Qz_c4K5_mVxD5HMx-dHljdxJF4DHwYaP3oH2XF8X7buVCOovBhR6s3ATQe0VZyOKP1dG-1Z7zhysjXjPm-H-kCi6-VIfGaya6dG-EKo',8,9
RJ,b'gAAAAABlvSCBD6plvlGz7pZOdTezTbNGJydmMORFYzKfVd4_GwqqiWYQHszhZhaaY7oU-lu5PJw_VFO0nbJ8GJ9knefQjeHMGw==',1,8
RJ,b'gAAAAABlvSCBZi2_bX-cxRjpuRM9y_2zoDPCFyYzx396uUMXZeT31nzcmXYq-OTdloRGJa5p1RRl--ptX13uyB5lsSgarG6pKFBvhkmpFwQ1EfAIi_Btipk=',8,1
RJ,b'gAAAAABlvSCBqxEJesoTCu8IVcysI5vgNLF50ikakfDwNUBLcWD6pLs7dXtngsG63NGH5nHK2slG1xVVQd1A_WwY6Y2x9U2iZlCqh3KB8Qxfyj1l_zmyo64=',0,2
RJ,b'gAAAAABlvSCBsQWhaFk8ZynJW0MVnZUrgwQT8BP7lZ3wMWjm7fn01wIEX4PCXP6_zfCh8MurzGc-eNikazqFdz75do6gVSESMWw0YCmlEFdSLv0H-NT43C4=',6,8
RJ,b'gAAAAABlvSCBC1RFC4M4JFXhAha1UzIFXyE20EIxsfnsGRF_layBKWUFjZBVVx0qtb-TOpN04WSS6tQj5shR7wC-8Wt_04FXkgEwa9_8elY-grHq5_pd9qx4FzdVH8vxi7K_c6Al2Z4K',3,9
RJ,b'gAAAAABlvSCB3lCG8XX6tZx33P5BmvgP-SG4Rfh9kBMLvpI3EhSFlIEKxIzV71PS2lCw1evAfCehou-Q5WpfldkaQHLMKZtPYGBiXI-hmVu2we5S2_ZbwXejOS9G6T72JcXRKQ4lA2k_',2,8
RJ,b'gAAAAABlvSCBwljAI0AhvDiYibQUOpLae6Uc_tu3-C2nivP1d6ffWHXc5HZTgjcnNHb7OsYlC4fM0rNrqq8UZI56aEP3Qr_2OKbQWb3ZBwwUx1XmmlqYcz4=',12,15
RJ,b'gAAAAABlvSCBlyh3TzuO2TI0jJ3VCiQKTlLUUJDUAHc69cyK8C0cxZbbbT1G6LoUignyizdILRH5Nk3K1OjTyEdDfCS3Yj-JrVls_PSMBdVHEzafCuMW9p4=',2,1
RJ,b'gAAAAABlvSCBy0-obnnhkx98eEt937iZSXv6dCsVfZrQFhRnY9-IIRW4dY1PoDlDfOpmhPWA-nq-l97_8sj0HBLTxzOtwgJNaUyRVw37A2ENtu8qOrb9ipI=',3,2
RJ,b'gAAAAABlvSCBXxAC99QOOYnUg_O854AAmSRWghDPFxHt_hB0sYf9LkeHgHjmR-97XIqio2BiqG0-yoPDUlBPWtutkzs1RQKdOC0STNaD9pZutYqGlSSPbTs=',4,2
RJ,b'gAAAAABlvSCBBBncxxnTSw1Dg8IfsUQUOuFUVJ_kg7pWXO7Ycn4Mq2s8xC4XiU8oS4kB0KRja8wvAmJeDyVKptUSdCDH1ZW6KPDCBdMrwGXoWiS2Q2rRe-8=',5,5
RJ,b'gAAAAABlvSCBvO3m_c-unNnrVowFov8D9yaOdGK8DdzbwKFyaZezfGCurdlyplCCFuPAfbxjPi3ayrIjvmKwGzu_uxSKL1ba5i-HI8u81Uh8kf6BEOdAWlE=',2,8
RJ,b'gAAAAABlvSCBeFR8qOxUiBbjb8TzqbipiZRYaiNq5M8h-FRoQVicgL1ImKgnudAwlqcBy65Xpv6BUHHRhNfgsTT4ltKceDjdQGdAn5FrlUQpkS5wqS9lXqw=',78,83
RJ,b'gAAAAABlvSCBEvjcotsWl01o9MO9imLQknUGyGKBShpysYaupxbFIIlyDwst7_KcevWC1zNEUgLeW2KrwwKC-klCaZzHmaVKVR4zdRkss59HGUj2BdBmYYY=',3,1
RJ,b'gAAAAABlvSCBCspoC_-QGT2yB5K5caT9n4iarPB-IO6KRqZEy2qXqS0ak1YAkzHofumdw6spIxDzGah9ioVVl06LFFzcgZZWCimQEs44ITJXCL4NA4Y3-D8=',3,8
RJ,b'gAAAAABlvSCB407DNiXSuQhqLGSGkJ0BkMOR_Cff-hlOdz1ouVqnJ3jQ7EJn9Le8E8RM7oN_-XpxnidleqZuFu3ZhJT_xRE82dIrI0XUBOGehnJPun3Q5Do=',4,7
RJ,b'gAAAAABlvSCBYXbxdnxtwGpic_UfulhRepjTZebr1HLgQ9d4fsGieP3Xq2sUWjhMRurGu66P84xCfujFRB_L2L-9Il2SDtSRPafRjWp-c2i8XGs0lYEuJft_VHmFD1xD9Lv-XEBgj-eK',5,3
RJ,b'gAAAAABlvSCB-6uQGjK7S_gDIeQ-DpJWdjo9rJePsgmNqTisgHul8Ike0wPb1BGlvgYfUaFxpHUmD_v2FaadNBvCcF2ckiELjc6X9tSMk7KnNlIx7Q5M_T0=',7,3
RJ,b'gAAAAABlvSCBGaX6_9c7ibyvuRHpJIVBJthFqaBEstZfvGHT4XUnIwevXaYANyoW00g8t5MNLJum2XoNcNu8RHfhGn5A9McKaz7a3xRbVR3-18uSQkTQL8bJmKMOtATw258pwixbbkQt',3,3
RJ,b'gAAAAABlvSCB6wI-dR0tOLxXL9ZO0Pr-bGLnbGR7anGOZcIP512SwyFgVyDo0AWbHo8ME4t0Mr_rphVb2IjIOs9p60uPkjPIAZMOcEg13M1kZ9vikp-rWT8=',9,6
RJ,b'gAAAAABlvSCBRlUjL6dBiylehminSKY4AmsFfY8sFTrkEf4U4EGg8FYNLLwD0wsp4-I_KtofZJHR3J4TXPlrHrfc7MrrlUAaUljRS238Rjdt4_81Fqj3AIsu-PZwgt1DLzHDGSwxem1xAXSmM2pwPj1EJ0PT6sPJdw==',6,5
RJ,b'gAAAAABlvSCBqcqnLufZjHc5c5u09WPpengSJkRJg8Ez_tfYM907_N3Go9xHJi-hcrChwZvUsQlboP3fXvGz4HCAUqjqtKGT-3n4hVh2terIvYWkO-U6eHZnawVf1ePZcy5O0KxYYHbL',9,5
RJ,b'gAAAAABlvSCBAKahzkG-peLNrB4ottRmWv_cNQ95s8-f3NIH6IjzRpQa1wcue7-cL1PFkp_32JOLpOJ_7jXZOIixZPtGhQuvZwFe2Oqy7W_zC2zEZpia3EJ_VHONjTSKeQ_R3IAG330Y',7,4
RJ,b'gAAAAABlvSCB7qpEEm_qxt5P8ntI08uPfUnIRmslBwAXzUXN3wkw0yqoJCKzesXiWf61OenXssBb6vLIVdyXqCmHPs4Kh9G9E4CVRSJitI6P6QmEgJ-BlCM=',3,5
RJ,b'gAAAAABlvSCB-AvnoeFUbK_rL_UI2x9iTz-p1jKOTkTaT2yHNRi1CgLVblsHTPHlu_lgmL11H4oUCCDu6hajw5uJFIYDfrU-QajNMOl_gZ7fvPR5sPQ86Mo=',1,7
RJ,b'gAAAAABlvSCB166O8oeZfq7P4t_vhExI1q87pSopcwI0gFCD0YDQDoMLJ3VQOuvq26pjSUouD_luqLQ4hskbnRfP3idrC-WWB42LiJuztTdkEAOPMX95V6s=',8,1
RJ,b'gAAAAABlvSCBUhOrq1sp0GkjFh85dgNKSu7ySkFhRFbo8yDGE5xZK77-g4LAmLqkThIegvb2lSA05vIZ1-TchZVrVR5cItzSQDT7Ml0lJKPa7SGmhlOBkFI=',7,1
RJ,b'gAAAAABlvSCBW8jyB6YfTmJbW-B6dc3mdpbfb7r5XxnpC97LElxsjKXQa-LSFotL5BAAdNHuVY95AzOC2btB4bCIwhBMgacIRxlXlqtjoLz4D5A6ca7Bmks=',3,6
RJ,b'gAAAAABlvSCB0PH7MGcpzwyrOMCTYmdhPrueedUmuu533qNu94V9SnW75HaZBVYPUcEoLN9yt4mqU4QfgAvTrBJqhJnbfimtZ1clVtL0TgwDkDwe-XFMalLM6TarznKBsa8Lc6eONsyi',6,4
RJ,b'gAAAAABlvSCBLDQjwy__En_4gnIQ29NknO-qofQ-tMPX-JlP60DuBPXA0B9Widd5akeEj1MFpvzJ-zVUG_W-bdANwJ_0i4oOIddqveoQ_yi90gYrcMlY1mLO734ZzgdfO_sNe4ETTf3E',5,3
RJ,b'gAAAAABlvSCBpIabwylCc1hTUDy_-kLKjRdz0jrc5xKhdxcdDYvD7e1PiUDcdtStK2uSrjgQAExklYzGeUuv3ttj3LMy5swiX3Y1aJnsexiXgBJ5ao1HFps=',5,9
RJ,b'gAAAAABlvSCBCcDrBcC_UOPhiCGNg9loA1XUaYBgqhj4m_fj4ulnkM3rF2ufk00IDIXtKGPQWhKiBIhotiS2Mq75tUYgoppccZCsIpLNMVLSqnhk6AbzIpg=',8,4
RJ,b'gAAAAABlvSCBsP2D5LoFG2fBrjENuGhyk7zI11Hk1BqOfd82NGVH9CkOSYK2WYpGZ7bxVFrp1VgwMp4Fazfk2ZAkl8s3Q3gW_3xVfojkcJv10bE38-75Yw8=',1,1
RJ,b'gAAAAABlvSCBDbv45pWREPR8jJPw0r_EWuwvZRit-snmYI3ataXaSDp8YOS5nP1rSwgOt97wWsBQd2hzwClD6wB1Y4OIy9jbxBClvENg-lpwoNAfy47bVCg=',8,6
RJ,b'gAAAAABlvSCBBWbGu-cSQJuCgTbFQaq0udaTWRwYWwN46UsyZAznWHXxUB-5OXDxnLPSk025PmsROgl_6yIDZnImYnFnIR6J75nXDKJ1XH4ZL0T_2VXr-WFc33jBIqiIiad6vEKXxf4Y',9,6
RJ,b'gAAAAABlvSCBxAYWrL50J8zVvVoO974r48Fvf504nHQL8bWnL0Z97pW-4iBMlpj_nH86aGI3Swe6NKAxun6169aesiLBsdnhBCJHrieB06F_81luQvmeM-M=',3,1
RJ,b'gAAAAABlvSCBO69Bo0b87eDrrEQSWx3D4Vn1cTPZznx2JsjZZFEqAx9MAOnMGlieL9PAHVsn3GHnTk2X0feD0yblNhVe3ukn6bZnlyFtCASP7LzL3FKKpniR0QW8zro2p7-Dx24JpB7Q',45,97
RJ,b'gAAAAABlvSCBFM3xQF6l90Dw3NG3cEvbt58QgzfY_dwyLdLGMRLcbk5Wk0B3AL05Ddb9X5vCQjEysNl0uhC0D1b5GVHX8XKWhqInbcboM-fEUODw0ZiiP5o=',5,3
RJ,b'gAAAAABlvSCBr8ccBoo3nAfYr0zLTUOYpCgUjdXfperSiAV2wNzwSwQMr10Je-C2LhXoe7smyFNxdlcsGo1RjT5sNFsyvEKAyfVpj2jAx8UKPvuwnJN2rH4=',53,27
RJ,b'gAAAAABlvSCB2Q0BquJdgysPC7YkrgMuztH2PU51Njj_gTOYNfxpOgkS_-35xpbhguj8ShVMPjwCkNVDD9-gCMSHZkVzUjnwVhb8G3YtZWZu2gfu_5oDH9E=',0,4
RJ,b'gAAAAABlvSCBfJ-rVPFqzb9lAHlUL6WBhHY_ktcX0HGe_3uXRhz8q5lgtuiPTzcYfzMRa7uW8dcw8kJk9yu4vVZcChf4LGkS4w-Fix2TejmtcHHoJuaQEVc=',6,9
RN,b'gAAAAABlvSCBOkou3MuD1jLW-zCMcIvu-1vIxIQ1sNag509U4fPj8I4VK-Y8yGwUd9FO-kGT4Ip949MVymIQodkQjjSou2h8cTGRYPG7txXeV2Kh3nIr6II=',0,3
RN,b'gAAAAABlvSCBkLjDI4qBEyiPt44POjaDJyR5Hk3D7rkazjaPyNByuK0mfmmb-JLphPRJYSCXsll2nEoV1DxGdxULuQ9_lOtOAsMBsxK_KVGJnkdsiVbLKnBhoLEEmK9kVwAV40jmlIoN',7,1
RN,b'gAAAAABlvSCBxwJIIN-bEN0-1XpZ_MgL6UoNhSQA1s1rUxuMYPAHdqNPtMA4JWlIjJZl3Nod3bl2sGbnsXmGnxh-E-W_yrwxKCKvoNIGUveyCpNjyt7KpY8=',5,9
RN,b'gAAAAABlvSCBA-YCVBsQAun9nR2QhUVdDtQB760uZSZ8nBOHDdKQnEd2nr8Pdbf8ofYz3y3UTShZ49hUOGkiuIhLbmC9Y39Iwr0T-0ovrky6LrUYmk-1odcr_g7bU9kbe9uA0dm3Lypk',1,18
RN,b'gAAAAABlvSCB0zT5NNqO4m4c5X7Hvp1HuFQYxApo7GpXPuTExoG8_X0FDM-TJqQVqdBRLzq-nqAr2J41QuLdEnifZNeDzjvpx5R5dhvJ1XPP3daaRfZdrb0fWfRDEEeBYJBNdlgeghh7',4,2
RN,b'gAAAAABlvSCB5rbHKOOzVhdM5gYc0nGD2475K1vY-VcYKB3EL3X2M603ZAFOC6Xl94V2mSVg5o-74QO21B5--lwiqqLJ6q3FfSMjw_rT9W9iqXAZSH0VdYc=',41,21
RN,b'gAAAAABlvSCBsWsyV_CuZbpw48XQlZE5T1o6xh2B4-5hP9WqHNgtmmA_gkGwx_8FbyQsrSP_AJLR1FHglKzmJX2-wJadxlPtT7MuEDAMuWX_RHS8SXLEDa8KOPr5QAEvM8zmN1x-ws3d',5,4
RN,b'gAAAAABlvSCBfVZCQOLfOVgiZt62BuYKghENztWo-Rs0JR1poRHj8w7kLZX4H7yHn20pCjeLzWrzKgUgMIIXAkZKKNgjZiBY9aGs_2Bhl1edGCzt5Px_BO0=',1,1
RN,b'gAAAAABlvSCBTEQfNVFXDgQcs8Gvn8My8jJc_sX6DjlQwDyjD52hLhhntrJqEZwEidzaSaIo3oV_hFZVpiUPehWyJJilkEWkSpZ64mjQSa-Gm-mifpY5Qrc=',2,7
RN,b'gAAAAABlvSCBDfRr3DNrm0iVbD95ajN3PLZVSyxvHe0salT93bStQFovJv-KehEDQe3nYfL_5TvXxeEuBCE7kLSPR_VPnbQmfrA3EF7oQkUec5AwT_ozChpmS_l53J0Xmbay7vk1JkX-',3,4
RN,b'gAAAAABlvSCBApPDrcmbmALTnBGbDP3IU_eUGJ-e-Ow7aNclF-lpjG0Kl7giBx7MAHcVZwErSrHVa62QBY3wnRFw9L0srTPa0lKNpcNNTNMpH4JCvFybj-0=',1,0
RN,b'gAAAAABlvSCBxtB67uxk12l5kTrNg4qF2iis2bilEFaSVICgxOfzoRdgpr8UBbLemJuUPZNpOvAj7eRt0gcjmvODReaWxineqjkeVGWNzOXp0Y0JFI3Ej1s=',8,5
RN,b'gAAAAABlvSCBlssHefjQokrYTnMZFjUOKb7xg2MZ5h-SE-lqIowh51XRiItm6y3TxeefdvhW0mlPeUI5SQRrwO90tLVOA3SXWNw0XIBD97sGVJCsc8jy118=',3,37
RN,b'gAAAAABlvSCBav5TrM5km0jkHZ_z_51EHojOLA_wmi-9eqdMrEtCUJeJ_6lguli5_HM_bP2M_Q9kysh_z-pTOZsvE0M_GbwAmIGGALyW6gECDXCA1lMN7tFkiwC9hhIJb7jkLQuO4tDg',9,1
RN,b'gAAAAABlvSCBXvh9krCdpYPcm_Z0zxux5_3Isf2YjH8MqeAWDOy1wQQ-7JZ1d20qPymGqbtnpdn3QiFuycGdz9WfXyqXKdK5N3DDF6WAsZOEy7qoGUWFoSk=',5,7
RN,b'gAAAAABlvSCBW-umfrITeOiTLlROUKi7a8jJBpk6CYh9o924l_E3dDF882_cV5cxbRnsmusLXnNSTwBo4oOHuAvi9nF0O3ZndLVSaq7B4vlR30NnBDKAbXA=',1,7
RN,b'gAAAAABlvSCB-zUtS8P4I0Bz-IOulMIVFqYrowgxqTmysHYRO-Z_YXG_u9w8fUThNaXcLja8Qfn34qJSqFxencbKU509q-qqSOfnbNLIyWknIQ3yt5UrCmQ=',4,0
